Name,Publisher,JIF,Quartile,OA,Scope,Subjects
IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,8.9,Q1,No,"IEEE Transactions on Neural Networks and Learning Systems publishes technical articles that deal with the theory, design, and applications of neural networks and related learning systems. Emphasis will be given to artificial neural networks and learning systems.Join the conversation about this journal",Computer Science; Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Software
TRANSPORTMETRICA A TRANSPORT SCIENCE,TAYLOR & FRANCIS LTD,3.1,Q2,No,"Transportmetrica A provides a forum for original discourse in transport science. The international journal's focus is on the scientific approach to transport research methodology and empirical analysis of moving people and goods. Papers related to all aspects of transportation are welcome. A rigorous peer review that involves editor screening and anonymous refereeing for submitted articles facilitates quality output. All manuscript submissions are subject to initial appraisal by the Editor, and, if found suitable for further consideration, to peer review by independent, anonymous expert referees.Join the conversation about this journal",Engineering; Engineering (miscellaneous); Social Sciences; Transportation
JOURNAL OF CIVIL STRUCTURAL HEALTH MONITORING,SPRINGER HEIDELBERG,4.3,Q1,No,"The Journal of Civil Structural Health Monitoring (JCSHM) publishes articles to advance the understanding and the application of health monitoring methods for the condition assessment and management of civil infrastructure systems. JCSHM serves as a focal point for sharing knowledge and experience in technologies impacting the discipline of Civil Structural Health Monitoring, especially in terms of condition assessments, forensic analysis, load capacity ratings and service life estimations. Original articles to further the state-of-the-art in diagnostics and prognostics for civil infrastructure systems including highways, bridges, buildings, airports, seaports, railroads, water resources systems, oil and gas pipelines, and similar topics are welcomed. There is an important role for papers that address the application of principles, either successfully or from a lesson learned aspect. This is of course the key facet of engineering as opposed to basic science – engineers take ideas and develop them into applications and use in the field. Purely theoretical and or numerical submissions without field applications or laboratory verifications and assessments are not accepted for publication in JCSHM.Join the conversation about this journal","Engineering; Civil and Structural Engineering; Safety, Risk, Reliability and Quality"
GLOBAL POLICY,WILEY,1.8,Q2,No,"Global Policy is an innovative and interdisciplinary journal bringing together world class academics and leading practitioners to analyse both public and private solutions to global problems and issues. It focuses on understanding globally relevant risks and collective action problems; policy challenges that have global impact; and competing and converging discourses about global risks and policy responses. It also includes case studies of policy with clear lessons for other countries and regions; how policy responses, politics and institutions interrelate at the global level; and the conceptual, theoretical and methodological innovations needed to explain and develop policy in these areas. Global Policy will be invaluable to those working in economics, global politics, government, international law, international relations, international political economy, and many other disciplines that contribute to developing global policy. The journal is also designed to inform and engage senior policymakers, private and public corporations, non-governmental organisations, and international bodies. The overall objective is to stimulate deep policy learning, relevant for the academy and for governments and key non-governmental players.Join the conversation about this journal","Economics, Econometrics and Finance; Economics and Econometrics; Environmental Science; Global and Planetary Change; Management, Monitoring, Policy and Law; Social Sciences; Law; Political Science and International Relations"
SUSTAINABLE ENERGY TECHNOLOGIES AND ASSESSMENTS,ELSEVIER,7.0,Q2,No,"The world must move toward a more sustainable energy future, and the development of technologies that facilitate this for transport, heating, and power systems is crucial. This journal encourages papers on any aspect and scale of technologies for energy generation and/or utilization that decrease the impact of that production and use, from the laboratory to commercial applications. Papers on technology development/improvement, integration, regulation, standards and policy are within the scope of the journal, as well as case studies. Technology assessments estimating and discussing metrics such as scale of application, size and weight per unit of energy output, economics, efficiency, and state of technology development are particularly welcomed, for both individual or comparative systems. The main fields of focus are generation, storage, and conversion; energy efficiency and distribution; and policy and economics. Energy fields include, but are not limited to, carbon capture and storage, wind, bioenergy, solar/PV, hydro, geothermal, and conventional fuels, along with system analysis, environmental issues, energy harvesting, and building design. Papers that incorporate more than one of these topics, either in a unified system or through a comparison of these fields, are encouraged.Join the conversation about this journal","Energy; Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment"
IEEE CONTROL SYSTEMS MAGAZINE,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,6.3,Q1,No,"As the official means of communication for the IEEE Control Systems Society, the IEEE Control Systems Magazine publishes interesting, useful, and informative material on all aspects of control system technology for the benefit of control educators, practitioners, and researchers.Join the conversation about this journal",Engineering; Control and Systems Engineering; Electrical and Electronic Engineering; Mathematics; Modeling and Simulation
WILEY INTERDISCIPLINARY REVIEWS ENERGY AND ENVIRONMENT,"WILEY PERIODICALS, INC",6.0,Q2,No,"WIREs Energy and Environment is a new type of review journal covering all aspects of energy technology, security and environmental impact. Energy is one of the most critical resources for the welfare and prosperity of society. It also causes adverse environmental and societal effects, notably climate change which is the severest global problem in the modern age. Finding satisfactory solutions to the challenges ahead will need a linking of energy technology innovations, security, energy poverty, and environmental and climate impacts. The broad scope of energy issues demands collaboration between different disciplines of science and technology, and strong interaction between engineering, physical and life scientists, economists, sociologists and policy-makers.Join the conversation about this journal","Energy; Renewable Energy, Sustainability and the Environment; Environmental Science; Environmental Science (miscellaneous)"
TRANSPORTMETRICA B TRANSPORT DYNAMICS,TAYLOR & FRANCIS LTD,3.4,Q2,No,"Transportmetrica B is an international journal that aims to bring together contributions of advanced research in understanding and practical experience in handling the dynamic aspects of transport systems and behavior, and hence the sub-title is set as “Transport Dynamics”. Transport dynamics can be considered from various scales and scopes ranging from dynamics in traffic flow, travel behavior (e.g. learning process), logistics, transport policy, to traffic control. Thus, the journal welcomes research papers that address transport dynamics from a broad perspective, ranging from theoretical studies to empirical analysis of transport systems or behavior based on actual data. The scope of Transportmetrica B includes, but is not limited to, the following: dynamic traffic assignment, dynamic transit assignment, dynamic activity-based modeling, applications of system dynamics in transport planning, logistics planning and optimization, traffic flow analysis, dynamic programming in transport modeling and optimization, traffic control, land-use and transport dynamics, day-to-day learning process (model and behavioral studies), time-series analysis of transport data and demand, traffic emission modeling, time-dependent transport policy analysis, transportation network reliability and vulnerability, simulation of traffic system and travel behavior, longitudinal analysis of traveler behavior, etc.Join the conversation about this journal",Computer Science; Software; Mathematics; Modeling and Simulation; Social Sciences; Transportation
JOURNAL OF ENERGY CHEMISTRY,ELSEVIER,14.9,Q1,No,"The Journal of Energy Chemistry is a publication that mainly reports on creative researches and innovative applications of chemical conversions of fossil energy, carbon dioxide, electrochemical energy and hydrogen energy, as well as the conversions of biomass and solar energy related with chemical issues to promote academic exchanges in the field of energy chemistry and to accelerate the exploration, research and development of energy science and technologies. The Journal functions as a medium for reporting original research papers dealing with topics in the fields of energy chemistry.Join the conversation about this journal",Chemistry; Electrochemistry; Energy; Energy Engineering and Power Technology; Energy (miscellaneous); Fuel Technology
JOURNAL OF CHOICE MODELLING,ELSEVIER SCI LTD,2.4,Q2,Yes,"The Journal of Choice Modelling publishes theoretical and applied papers in the field of choice modelling. Papers are expected to either make a methodological contribution to the field, or to present an innovative application. The journal is not limited to one area of study, such as transport or marketing, but invites contributions from across a range of disciplines where the analysis of choice behaviour is a topic of interest. While the majority of papers focus on the use of discrete choice models, contributions looking at other methods are also welcome. Similarly, the Journal of Choice Modelling also welcomes contributions looking at survey design. In addition to standard full length research papers, JOCM also welcomes four other types of submissions: Research notes These are shorter articles that can be technical notes addressing a specific model specification, survey design, data collection or estimation issue or discussion pieces highlighting a particular concern in applied work. No specific length limit is imposed, but potential authors may wish to look at volume 21 as an example for such articles. Research notes are subject to the normal blind refereeing process to maintain the high standards of the journal.Join the conversation about this journal","Decision Sciences; Statistics, Probability and Uncertainty; Mathematics; Modeling and Simulation"
ACS SUSTAINABLE CHEMISTRY AND ENGINEERING,AMER CHEMICAL SOC,7.3,Q1,No,"ACS Sustainable Chemistry & Engineering invites Letters, Articles, Features, and Perspectives (Reviews) that address challenges of sustainability in the chemical enterprise and advance principles of Green Chemistry and Green Engineering. Examples of topics in the journal's scope include: Green Chemistry Green Manufacturing and Engineering Biomass or Wastes as Resources Alternative Energy Life-Cycle AssessmentJoin the conversation about this journal","Chemical Engineering; Chemical Engineering (miscellaneous); Chemistry; Chemistry (miscellaneous); Energy; Renewable Energy, Sustainability and the Environment; Environmental Science; Environmental Chemistry"
SAGE OPEN,SAGE PUBLICATIONS INC,2.0,Q1,Yes,"SAGE Open publishes peer-reviewed, original research and review articles in an interactive, open access format. Accepted articles span the full extent of the social and behavioral sciences and the humanities. SAGE Open seeks to be the world’s premier open access outlet for academic research. As such, unlike traditional journals, SAGE Open does not limit content due to page budgets or thematic significance. Rather, SAGE Open evaluates the scientific and research methods of each article for validity and accepts articles solely on the basis of the research. Likewise, by not restricting papers to a narrow discipline, SAGE Open facilitates the discovery of the connections between papers, whether within or between disciplines. SAGE Open offers authors quick review and decision times; a speedy, continuous-publication format; and global distribution for their research via SAGE Journals Online. All articles are professionally copyedited and typeset to ensure quality. Those who should submit to SAGE Open include: -Authors who want their articles to receive quality reviews and efficient production, ensuring the quickest publication time. -Authors who want their articles to receive free, broad, and global distribution on a powerful, highly discoverable publishing platform. -Authors who want their articles branded and marketed by a world-leading social science publisher. -Authors who want or need their articles to be open access because of university or government mandates.Join the conversation about this journal",Arts and Humanities; Arts and Humanities (miscellaneous); Social Sciences; Social Sciences (miscellaneous)
JOURNAL OF CO2 UTILIZATION,ELSEVIER SCI LTD,8.4,Q1,No,"The Journal of CO2 Utilization offers a single, multi-disciplinary, scholarly platform for the exchange of novel research in the field of CO2 re-use for scientists and engineers in chemicals, fuels and materials. The emphasis is on the dissemination of leading-edge research from basic science to the development of new processes, technologies and applications. This includes CO2 as a feedstock in the chemical, energy and materials sectors, and utilization in general to help minimize environmental impact. The Journal of CO2 Utilization publishes original peer-reviewed research papers, reviews, and short communications, including experimental and theoretical work, and analytical models and simulations. The coverage includes, but is not limited to: -Materials for CO2 activation and adsorption -Heterogeneous and homogeneous catalytic reactions involving CO2 -CO2 conversion to generate synthetic fuels, polymers, organic carbonates, and intermediate products. -Supercritical CO2 utilization in natural product extraction, catalysis and separation -Use of CO2 as an oxidant -Electrochemical and photo-electrochemical conversion of CO2 -Photo-electrochemical, photo-thermal and photochemical conversion of CO2 -Biological conversion of CO2 -Integrated processes for CO2 conversion and reductionJoin the conversation about this journal",Chemical Engineering; Chemical Engineering (miscellaneous); Process Chemistry and Technology; Environmental Science; Waste Management and Disposal
TRANSPORTATION LETTERS THE INTERNATIONAL JOURNAL OF TRANSPORTATION RESEARCH,TAYLOR & FRANCIS LTD,3.3,Q2,No,"Transportation Letters: The International Journal of Transportation Research is a quarterly journal that publishes high-quality peer-reviewed and mini-review papers as well as technical notes and book reviews on the state-of-the-art in transportation research. The focus of Transportation Letters is on analytical and empirical findings, methodological papers, and theoretical and conceptual insights across all areas of research. Review resource papers that merge descriptions of the state-of-the-art with innovative and new methodological, theoretical, and conceptual insights spanning all areas of transportation research are invited and of particular interest. Keys areas of interest include: Traffic engineering- Travel Behavior- Modeling & simulation- Freight & logisticsJoin the conversation about this journal",Social Sciences; Transportation
QUANTITATIVE ECONOMICS,WILEY,2.2,Q2,Yes,"Quantitative Economics is oriented towards (1) empirical research that is rigorously informed by econometrics and/or economic theory and (2) econometric and theory work that is empirically directed. In particular, the journal welcomes theoretical and computational papers that have empirical orientation, such as work on identification or estimation and computational techniques with practical interest. Quantitative Economics aims at covering a variety of applied fields, including labor economics, industrial organization, development and growth economics, macroeconomics, international economics, public finance and social economics. The editorial board is especially interested in providing a forum for papers that are innovative beyond established types of analysis, for papers that are willing to challenge conventional ways of conducting empirically oriented work, and for papers that build new bridges across fields. Quantitative Economics’ editorial board strives to reduce the length of the editorial process, keeping at a minimum multiple revisions and trying to avoid delays while maintaining the highest standards in the editorial process. Most submitted articles are refereed carefully at Quantitative Economics. Nevertheless, some papers are rejected after having been read by a member of the editorial board but without providing detailed reports. This is intended as a service to authors to avoid them waiting when papers are clearly not suitable, and also to save on the scarce resource of referees. An international board of editors, together with the generous help of many referees, works hard to maintain the deep and timely reviews, thereby encouraging submissions of the highest quality. We strongly encourage recent Ph. D. graduates to submit their work to Quantitative Economics. Our policy is to take into account the fact that recent graduates are less experienced in the process of writing and submitting papers.Join the conversation about this journal","Economics, Econometrics and Finance; Economics and Econometrics"
ANTHROPOCENE,ELSEVIER SCI LTD,3.9,Q1,No,"Anthropocene is an interdisciplinary peer-reviewed journal answering questions about the nature, scale and extent of interactions between people and Earth processes and systems. The scope of the journal includes the significance of human activities in altering Earth's landscapes, oceans, the atmosphere, cryosphere, and ecosystems over a range of time and space scales - from global phenomena over geologic eras to single isolated events - including the linkages, couplings, and feedbacks among physical, chemical, and biological components of Earth systems. The journal also addresses how such alterations can have profound effects on, and implications for, human society. As the scale and pace of human interactions with Earth systems have intensified in recent decades, understanding human-induced alterations in the past and present is critical to our ability to anticipate, mitigate, and adapt to changes in the future. The journal aims to provide a venue to focus research findings, discussions, and debates toward advancing predictive understanding of human interactions with Earth systems - one of the grand challenges of our time.Join the conversation about this journal",Earth and Planetary Sciences; Earth and Planetary Sciences (miscellaneous); Environmental Science; Ecology; Global and Planetary Change
MATHEMATICAL CONTROL AND RELATED FIELDS,AMER INST MATHEMATICAL SCIENCES-AIMS,0.9,Q2,No,"MCRF aims to publish original research as well as expository papers on mathematical control theory and related fields. The goal is to provide a complete and reliable source of mathematical methods and results in this field. The journal will also accept papers from some related fields such as differential equations, functional analysis, probability theory and stochastic analysis, inverse problems, optimization, numerical computation, mathematical finance, information theory, game theory, system theory, etc., provided that they have some intrinsic connections with control theory. MCRF is edited by a group of international leading experts in mathematical control theory and related fields. A key feature of MCRF is the journal's rapid publication, with a special emphasis on the highest scientific standard. The journal is essential reading for scientists and researchers who wish to keep abreast of the latest developments in the field. Join the conversation about this journal",Mathematics; Applied Mathematics; Control and Optimization
ANALYTIC METHODS IN ACCIDENT RESEARCH,ELSEVIER,12.6,Q1,No,"Analytic Methods in Accident Research publishes manuscripts that deal with the development and/or application of new and novel methodologies to the study of vehicle crashes and other transportation and non-transportation-related accidents. The intent of the journal is to demonstrate how innovative methodological approaches can be used to provide new insights and quantification of the factors that affect the frequency and severity of accidents - thus providing new guidance for the implementation of appropriate countermeasures. While the focus of the journal is on the underlying analytic approach, acceptable application areas include all elements of transportation safety (road, pedestrian, air, rail, and water safety), construction safety, and any area of study where the unintended consequences of human behavior, machine failures or system failures result in property damage and/or bodily injury.Join the conversation about this journal",Social Sciences; Safety Research; Transportation
SEMANTIC WEB,IOS PRESS,2.9,Q2,No,"The journal Semantic Web – Interoperability, Usability, Applicability is an international and interdisciplinary journal bringing together researchers from various fields which share the vision and need for more effective and meaningful ways to share information across agents and services on the future Internet and elsewhere. As such, Semantic Web technologies shall support the seamless integration of data, on-the-fly composition and interoperation of Web services, as well as more intuitive search engines. The semantics – or meaning – of information, however, cannot be defined without a context, which makes personalization, trust and provenance core topics for Semantic Web research. New retrieval paradigms, user interfaces and visualization techniques have to unleash the power of the Semantic Web and at the same time hide its complexity from the user. Based on this vision, the journal welcomes contributions ranging from theoretical and foundational research over methods and tools to descriptions of concrete ontologies and applications in all areas. Papers which add a social, spatial and temporal dimension to Semantic Web research, as well as application-oriented papers making use of formal semantics, are especially welcome.Join the conversation about this journal",Computer Science; Computer Networks and Communications; Computer Science Applications; Information Systems
IEEE TRANSACTIONS ON CYBERNETICS,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,10.5,Q1,No,"The scope of the IEEE Transactions on Cybernetics includes computational approaches to the field of cybernetics. Specifically, the transactions welcomes papers on communication and control across machines or machine, human, and organizations. The scope includes such areas as computational intelligence, computer vision, neural networks, genetic algorithms, machine learning, fuzzy systems, cognitive systems, decision making, and robotics, to the extent that they contribute to the theme of cybernetics or demonstrate an application of cybernetics principles.Join the conversation about this journal",Computer Science; Computer Science Applications; Human-Computer Interaction; Information Systems; Software; Engineering; Control and Systems Engineering; Electrical and Electronic Engineering
EARTH SYSTEM SCIENCE DATA,COPERNICUS GESELLSCHAFT MBH,11.6,Q1,Yes,"Earth System Science Data (ESSD) is an international, interdisciplinary journal for the publication of articles on original research data (sets), furthering the reuse of high-quality data of benefit to Earth system sciences. The editors encourage submissions on original data or data collections which are of sufficient quality and have the potential to contribute to these aims. The journal maintains sections for regular-length articles, brief communications (e.g. on additions to data sets) and commentaries, as well as review articles and special issues. Articles in the data section may pertain to the planning, instrumentation, and execution of experiments or collection of data. Any interpretation of data is outside the scope of regular articles. Articles on methods describe nontrivial statistical and other methods employed (e.g. to filter, normalize, or convert raw data to primary published data) as well as nontrivial instrumentation or operational methods. Any comparison to other methods is beyond the scope of regular articles. Review articles may compare methods or relative merits of data sets, the fitness of individual methods or data sets for specific purposes, or how combinations might be used as more complex methods or reference data collections.Join the conversation about this journal",Earth and Planetary Sciences; Earth and Planetary Sciences (miscellaneous)
IEEE TRANSACTIONS ON HUMAN MACHINE SYSTEMS,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,4.4,Q2,No,"The scope of the IEEE Transactions on Human-Machine Systems includes the fields of human machine systems. It covers human systems and human organizational interactions including cognitive ergonomics, system test and evaluation, and human information processing concerns in systems and organizations.Join the conversation about this journal",Computer Science; Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Signal Processing; Engineering; Control and Systems Engineering; Social Sciences; Human Factors and Ergonomics
BRAIN AND BEHAVIOR,WILEY,2.7,Q2,Yes,"Brain and Behavior is peer-reviewed, open access, interdisciplinary journal, providing rapid publication of scientifically sound research across neurology, neuroscience, psychology and psychiatry. The journal publishes quality research reports that enhance understanding of the brain and behavior. The e journal strives to help authors and look for reasons to publish rather than reject. The journal's broad scope considers empirical and theoretical submissions in areas including, but not limited to mechanisms and treatment of psychiatric disorders and neurological diseases behavioral and cognitive science clinical, social, developmental, and cognitive psychology neurosurgery, neuroimaging, and neuroimmunology epidemiology and genetics of psychological and neurological conditions emerging technologies and new research methods Brain and Behavior gives rapid consideration to papers in all areas of clinical and basic research across a broad scope of topics in neuroscience, neurology, psychology, and psychiatry. Brain and Behavior features original research articles, reviews, methods papers, editorials, and commentaries. Original research papers must report well-conducted research with conclusions supported by the data presented in the paper. Molecular, cellular, systems and population-level research in humans and animal models are welcome. A more extensive list of keywords is listed below. Terms are sorted into two categories: ""Brain"" and ""Behavior"". Those terms most relevant to neuroscience and neurology are found under ""Brain"" and those terms most relevant to psychology and psychiatry research are under ""Behavior"".Join the conversation about this journal",Neuroscience; Behavioral Neuroscience
ENERGY SUSTAINABILITY AND SOCIETY,BMC,5.1,Q2,Yes,"The economic, social and cultural development of human society is highly dependent upon a consistent supply of energy. Sustainable development is therefore only possible, if our society attempts to find and implement environmentally compatible, socially acceptable and economically viable means to acquire its energy services. This challenge requires systemic and holistic innovations that include a sustainable supply of resources, the development of highly efficient technical solutions and the adaptation of energy systems to the environmental, economic and cultural context as well as the social and political framework to enable sustainable energy systems to be implemented for the welfare of mankind. The aim of the journal is to provide an international and interdisciplinary forum for the discourse between natural scientists, engineers, social & political scientists as well as experts from industry who drive the innovation of sustainable energy systems. It is the particular aim of this journal to publish papers extending across different disciplines and providing a substantial contribution to the holistic innovation of these energy systems. In line with the goal of this journal to offer an interdisciplinary forum of discourse for systemic energy innovation, the scope of the journal encompasses the whole innovation process ranging from scientific research to both innovative approaches for technology implementation and the analysis of economic, social and environmental impacts of sustainable energy systems. Main emphasis will be placed on papers addressing complex issues with innovation potential at the interface between technical solutions, their implementation and their social, environmental and economic impacts.Join the conversation about this journal","Energy; Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment; Social Sciences; Development"
SUSTAINABLE ENVIRONMENT RESEARCH,BMC,4.8,Q2,Yes,"The primary goal of Sustainable Environment Research (SER) is to publish high quality research articles associated with sustainable environmental science and technology and to contribute to improving environmental practice. The scope of SER includes issues of environmental science, technology, management and related fields, especially in response to sustainable water, energy and other natural resources. Potential topics include, but are not limited to: 1. Water and Wastewater • Biological processes • Physical and chemical processes • Watershed management • Advanced and innovative treatment 2. Soil and Groundwater Pollution • Contaminant fate and transport processes • Contaminant site investigation technology • Soil and groundwater remediation technology • Risk assessment in contaminant sites 3. Air Pollution and Climate Change • Ambient air quality management • Greenhouse gases control • Gaseous and particulate pollution control • Indoor air quality management and control 4. Waste Management • Waste reduction and minimization • Recourse recovery and conservation • Solid waste treatment technology and disposal 5. Energy and Resources • Sustainable energy • Local, regional and global sustainability • Environmental management system • Life-cycle assessment • Environmental policy instrumentsJoin the conversation about this journal","Energy; Renewable Energy, Sustainability and the Environment; Environmental Science; Environmental Engineering; Pollution; Waste Management and Disposal; Water Science and Technology"
ACM TRANSACTIONS ON INTERACTIVE INTELLIGENT SYSTEMS,ASSOC COMPUTING MACHINERY,4.8,Q2,No,"The ACM Transactions on Interactive Intelligent Systems (TiiS) publishes papers on research concerning the design, realization, or evaluation of interactive systems that incorporate some form of machine intelligence. TIIS articles come from a wide range of research areas and communities. An article can take any of several complementary views of interactive intelligent systems, focusing on: the intelligent technology, the interaction of users with the system, or both aspects at once.Join the conversation about this journal",Computer Science; Artificial Intelligence; Human-Computer Interaction
INFORMATION TECHNOLOGY AND TOURISM,SPRINGER HEIDELBERG,7.0,Q1,No,"Information Technology & Tourism (ITT) is the first scientific interdisciplinary journal focusing on the nature and role of information technology within the context of tourism, travel and hospitality. Information and communication systems embedded in a global net have had a profound influence on these industries, as also these industries with their presence in the electronic market show an impact on the developments of IT. Advances in the use and development of tools, technologies, and methodologies that have facilitated the efficient netting of information and communication systems in tourism, travel and hospitality are to be presented and discussed within this journal. Information Technology & Tourism aims primarily to contribute to the process of theory building, and hence to the advancement of research and scholarship in this growing field. As an interdisciplinary journal, it supports industry-oriented research as well as academic theory focused research. ITT will feature both empirical case studies and technical-theoretical papers looking at tourism-travel-hospitality from an IT point of view and at IT from an applied perspective. The journal contains research papers, state-of-the-art reviews, research notes, and analyses of business practice. It is also intended to include papers relevant to the industry in different national contexts. All manuscripts published in the journal are double-blind peer-reviewed. The standard for publication in Information Technology & Tourism is that a paper must make a substantive contribution to the understanding of the nature and/or role of technology within the context of tourism and hospitality.Join the conversation about this journal","Business, Management and Accounting; Tourism, Leisure and Hospitality Management; Computer Science; Computer Science Applications; Information Systems"
EXTRACTIVE INDUSTRIES AND SOCIETY,ELSEVIER SCI LTD,4.3,Q2,No,"The Extractive Industries and Society is the one journal devoted to disseminating in-depth analysis of the socio-economic and environmental impacts of mining and oil and gas production on societies, both past and present. It provides a platform for the exchange of ideas on a wide range of issues and debates on the extractive industries and development, bringing together research undertaken by an interdisciplinary group of social scientists in academia, government, the NGO community and industry. Topics covered by the journal include environmental management at mines and rigs; Corporate Social Responsibility and community development; the environmental and social impacts of artisanal and small-scale mining in developing countries; corruption and the extractive industries; industry reform; the donor community and the extractive industries; climate change and fossil fuel extraction; and taxation and foreign direct investment in the sector. Submissions which draw upon experiences from both developed and developing countries are invited from across the social sciences. The journal publishes original research articles, field reports, critical reviews, conference reports, book reviews and short correspondences.Join the conversation about this journal","Earth and Planetary Sciences; Economic Geology; Environmental Science; Management, Monitoring, Policy and Law; Social Sciences; Development; Geography, Planning and Development"
JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY,WILEY,4.3,Q1,No,"The Journal of the Association for Information Science and Technology (JASIST) is a leading international forum for peer-reviewed research in information science. For more than half a century, JASIST has provided intellectual leadership by publishing original research that focuses on the production, discovery, recording, storage, representation, retrieval, presentation, manipulation, dissemination, use, and evaluation of information and on the tools and techniques associated with these processes. The Journal welcomes rigorous work of an empirical, experimental, ethnographic, conceptual, historical, socio-technical, policy-analytic, or critical-theoretical nature. JASIST also commissions in-depth review articles (“Advances in Information Science”) and reviews of print and other media.Join the conversation about this journal",Computer Science; Computer Networks and Communications; Information Systems; Decision Sciences; Information Systems and Management; Social Sciences; Library and Information Sciences
JOURNAL OF TRANSPORT AND HEALTH,ELSEVIER SCI LTD,3.3,Q1,No,"The Journal of Transport & Health (JTH) is devoted to publishing research that advances our knowledge on the many interactions between transport and health and the policies that affect these. In general, we will prioritise papers that evaluate or inform the development of interventions and policies to improve population health, or that make a genuinely original contribution, rather than being basic descriptive studies. The journal aims to cover transport and health issues in all countries; in general, studies should have a context, or lessons, that can be transferred to other locations. Interactions between transport and health include, for instance: the impacts on public health and inequalities of: active modes of transport; noise and air pollution generated by transport; road travel injuries (see below); community severance; road danger and its reduction (see below): actual safety and security hazards associated with transport; perceptions of danger and factors affecting these; factors affecting transport choices: urban form; location and accessibility of health and other facilities; age, gender, health and disability; socio-economic inequalities; rurality; leisure travel; synergies between sustainability and health impacts of transport; economic and health impact assessments methodological advances, including considerations of complex systems; and policies and interventions that promote or discourage healthy and sustainable transport modes, transport systems and communities (see below).Join the conversation about this journal","Engineering; Safety, Risk, Reliability and Quality; Environmental Science; Pollution; Medicine; Health Policy; Public Health, Environmental and Occupational Health; Social Sciences; Safety Research; Transportation"
ADVANCES IN CLIMATE CHANGE RESEARCH,KEAI PUBLISHING LTD,5.2,Q1,Yes,"Advances in Climate Change Research publishes scientific research and analyses on climate change and the interactions of climate change with society. This journal encompasses basic science and economic, social, and policy research, including studies on mitigation and adaptation to climate change. This journal attempts to promote research in climate change and provide an impetus for the application of research achievements in numerous aspects, such as socioeconomic sustainable development, responses to the adaptation and mitigation of climate change, diplomatic negotiations of climate and environment policies, and the protection and exploitation of natural resources. This journal also aims to make complex, policy-related analyses of climate change issues accessible to a wide audience. Articles may focus on a broad range of topics at the interface of climate change and society, including policy and socioeconomic impacts of climate change. Due to the interdisciplinary nature of this journal, studies that involve natural scientists, social scientists, and policy managers are particularly encouraged.Join the conversation about this journal","Earth and Planetary Sciences; Atmospheric Science; Environmental Science; Global and Planetary Change; Management, Monitoring, Policy and Law"
CLIMATE RISK MANAGEMENT,ELSEVIER,5.0,Q1,Yes,"Climate Risk Management publishes original scientific contributions, state-of-the-art reviews and reports of practical experience on the use of knowledge and information regarding the consequences of climate variability and climate change in decision and policy making on climate change responses from the near- to long-term. The concept of climate risk management refers to activities and methods that are used by individuals, organizations, and institutions to facilitate climate-resilient decision-making. Its objective is to promote sustainable development by maximizing the beneficial impacts of climate change responses and minimizing negative impacts across the full spectrum of geographies and sectors that are potentially affected by the changing climate.Join the conversation about this journal","Earth and Planetary Sciences; Atmospheric Science; Environmental Science; Global and Planetary Change; Management, Monitoring, Policy and Law; Social Sciences; Geography, Planning and Development"
TRAVEL BEHAVIOUR AND SOCIETY,ELSEVIER,5.7,Q1,No,"Travel Behaviour and Society is an interdisciplinary journal publishing high-quality original papers which report leading edge research in theories, methodologies and applications concerning transportation issues and challenges which involve the social and spatial dimensions. In particular, it provides a discussion forum for major research in travel behavior, transportation infrastructure, transportation and environmental issues, mobility and social sustainability, transportation geographic information systems (TGIS), transportation and quality of life, transportation data collection and analysis, etc.Join the conversation about this journal","Social Sciences; Geography, Planning and Development; Transportation"
TRANSPORTATION GEOTECHNICS,ELSEVIER,5.5,Q1,Yes,"Transportation Geotechnics aims to publish high quality, theoretical and applied papers on all aspects of geotechnics for roads, highways, railways, airfields and waterways. Topics to be covered will include: geotechnical properties of geomaterials (soils, rocks, soil and rock mixtures, and recycled and alternative materials) for rational and sustainable design and construction, behavior of compacted geomaterials, behavior of stabilized geomaterials (mixtures of soils with - cement, lime, fly ash, polymers and other kind of geomaterials), geosynthetics and reinforcement of constructed layers and interlayers, compaction technology, compaction management, maintenance technology, climatic effects such as freezing and thawing, embankments for highways and high-speed trains, transition zones, dredging, underwater geotechnics for infrastructure purposes, modeling of multi-layered structures and supporting ground under dynamic and repeated loads. A strong topic to be covered will be also case studies that describe original work applicable to sustainable transportation infrastructure construction.Join the conversation about this journal",Earth and Planetary Sciences; Geotechnical Engineering and Engineering Geology; Engineering; Civil and Structural Engineering; Social Sciences; Transportation
